event_no,club,category,event,round,heat,overall,order,reg_no,fullname,best,value,result,members,summary
24,Lagan Valley AC,Senior Women,1500m,*,1,5,5,179_24-,Katie Keown,4:59.00,298.992,,,Senior Women 1500m: 5. Katie Keown (4:59.00) 
24,St Laurence O Toole AC,Senior Women,1500m,*,1,6,6,176_24-,Maria Dunne,5:12.60,312.592,,,Senior Women 1500m: 6. Maria Dunne (5:12.60) 
24,Raheny Shamrock,Senior Women,1500m,*,1,7,7,182_24-,Esther Ntoko,5:35.76,335.751,,,Senior Women 1500m: 7. Esther Ntoko (5:35.76) 
24,Donore Harriers,Senior Women,1500m,*,1,0,0,181_24-,Anna Watson,DNS,-3,,,Senior Women 1500m: 0. Anna Watson (DNS) 
26,Galway,Senior Men,1500m,*,1,1,1,145_26-,Oisin Davis,3:53.21,233.204,Gold,,Senior Men 1500m: 1. Oisin Davis (3:53.21) GOLD
26,East Cork Athletics Division,Senior Men,1500m,*,1,2,2,149_26-,Odhrán O'Sullivan,3:55.84,235.839,Silver,,Senior Men 1500m: 2. Odhrán O'Sullivan (3:55.84) SILVER
26,Meath ,Senior Men,1500m,*,1,3,3,150_26-,Ethan Mcdonald,4:37.50,277.5,Bronze,,Senior Men 1500m: 3. Ethan Mcdonald (4:37.50) BRONZE
26,Sligo,Senior Men,1500m,*,1,4,4,148_26-,Francis Donoghue,6:06.52,366.517,,,Senior Men 1500m: 4. Francis Donoghue (6:06.52) 
26,Donegal,Senior Men,1500m,*,1,5,5,146_26-,Caolan Mcfadden,7:48.16,468.153,,,Senior Men 1500m: 5. Caolan Mcfadden (7:48.16) 
26,Kerry,Senior Men,1500m,*,1,0,0,147_26-,Ray Horgan,DNS,-3,,,Senior Men 1500m: 0. Ray Horgan (DNS) 
27,Donore Harriers ,Senior Men,1500m,*,1,1,1,198_27-,John Travers,3:57.77,237.767,Gold,,Senior Men 1500m: 1. John Travers (3:57.77) GOLD
27,Clonliffe Harriers,Senior Men,1500m,*,1,2,2,189_27-,Lorcan Benjacar,3:57.95,237.941,Silver,,Senior Men 1500m: 2. Lorcan Benjacar (3:57.95) SILVER
27,Dundrum South Dublin AC,Senior Men,1500m,*,1,3,3,175_27-,Jamie Byrne,4:00.58,240.579,Bronze,,Senior Men 1500m: 3. Jamie Byrne (4:00.58) BRONZE
27,Nenagh Olympic AC,Senior Men,1500m,*,1,4,4,195_27-,Cian Hodgins,4:02.13,242.125,,,Senior Men 1500m: 4. Cian Hodgins (4:02.13) 
27,Leevale AC,Senior Men,1500m,*,1,5,5,190_27-,Ben Leen-Smith,4:03.34,243.334,,,Senior Men 1500m: 5. Ben Leen-Smith (4:03.34) 
27,St Abbans AC,Senior Men,1500m,*,1,6,6,196_27-,Brian Kelly,4:05.83,245.83,,,Senior Men 1500m: 6. Brian Kelly (4:05.83) 
27,Lagan Valley AC,Senior Men,1500m,*,1,7,7,199_27-,Noah Kavanagh,4:07.62,247.613,,,Senior Men 1500m: 7. Noah Kavanagh (4:07.62) 
27,Ratoath AC,Senior Men,1500m,*,1,8,8,197_27-,James Kellly,4:13.53,253.529,,,Senior Men 1500m: 8. James Kellly (4:13.53) 
29,Galway,Senior Women,400m Sprint,*,1,1,1,139_29-,Sinead Treacy,55.39,55.39,Gold,,Senior Women 400m Sprint: 1. Sinead Treacy (55.39) GOLD
29,Tipperary,Senior Women,400m Sprint,*,1,2,2,140_29-,Emer Brennan,57.89,57.889,Silver,,Senior Women 400m Sprint: 2. Emer Brennan (57.89) SILVER
29,East Cork Athletics Division,Senior Women,400m Sprint,*,1,3,3,142_29-,Caoimhe Gray Walsh,58.63,58.628,Bronze,,Senior Women 400m Sprint: 3. Caoimhe Gray Walsh (58.63) BRONZE
29,Kerry,Senior Women,400m Sprint,*,1,4,4,141_29-,Roisin Daly ,1:01.18,61.171,,,Senior Women 400m Sprint: 4. Roisin Daly  (1:01.18) 
29,Louth,Senior Women,400m Sprint,*,1,5,5,143_29-,Chloe Cooney,1:03.06,63.051,,,Senior Women 400m Sprint: 5. Chloe Cooney (1:03.06) 
29,Sligo,Senior Women,400m Sprint,*,1,6,6,144_29-,Tbc Sligo,1:04.97,64.965,,,Senior Women 400m Sprint: 6. Tbc Sligo (1:04.97) 
30,Dundrum South Dublin AC,Senior Women,400m Sprint,*,1,1,1,175_30-,Charlotte Bourke,57.37,57.368,Gold,,Senior Women 400m Sprint: 1. Charlotte Bourke (57.37) GOLD
30,St Laurence O Toole AC,Senior Women,400m Sprint,*,1,2,2,176_30-,Cassie  O Byrne,57.43,57.424,Silver,,Senior Women 400m Sprint: 2. Cassie  O Byrne (57.43) SILVER
30,Clonliffe Harriers,Senior Women,400m Sprint,*,1,3,3,177_30-,Leah  Bergin,58.01,58.005,Bronze,,Senior Women 400m Sprint: 3. Leah  Bergin (58.01) BRONZE
30,Ratoath AC,Senior Women,400m Sprint,*,1,4,4,178_30-,Aisling Startford,58.38,58.371,,,Senior Women 400m Sprint: 4. Aisling Startford (58.38) 
30,Lagan Valley AC,Senior Women,400m Sprint,*,1,5,5,179_30-,Isa Mccarron,59.31,59.304,,,Senior Women 400m Sprint: 5. Isa Mccarron (59.31) 
30,Raheny Shamrock,Senior Women,400m Sprint,*,1,6,6,182_30-,Freyja O Carroll,59.63,59.629,,,Senior Women 400m Sprint: 6. Freyja O Carroll (59.63) 
30,Leevale AC,Senior Women,400m Sprint,*,1,7,7,180_30-,Kate O'Donovan,1:00.24,60.237,,,Senior Women 400m Sprint: 7. Kate O'Donovan (1:00.24) 
30,Donore Harriers,Senior Women,400m Sprint,*,1,8,8,181_30-,Caoimhe Mackey,1:01.46,61.452,,,Senior Women 400m Sprint: 8. Caoimhe Mackey (1:01.46) 
32,Donegal,Senior Men,400m Sprint,*,1,1,1,146_32-,Joseph  Aidoo,50.11,50.103,Gold,,Senior Men 400m Sprint: 1. Joseph  Aidoo (50.11) GOLD
32,Kerry,Senior Men,400m Sprint,*,1,2,2,147_32-,Jack Greaney,50.84,50.839,Silver,,Senior Men 400m Sprint: 2. Jack Greaney (50.84) SILVER
32,Sligo,Senior Men,400m Sprint,*,1,3,3,148_32-,Briain Cullinan,50.89,50.886,Bronze,,Senior Men 400m Sprint: 3. Briain Cullinan (50.89) BRONZE
32,East Cork Athletics Division,Senior Men,400m Sprint,*,1,4,4,149_32-,Ruaidhri Boyle,53.10,53.097,,,Senior Men 400m Sprint: 4. Ruaidhri Boyle (53.10) 
32,Galway,Senior Men,400m Sprint,*,1,5,5,145_32-,Ben Edeh,53.49,53.483,,,Senior Men 400m Sprint: 5. Ben Edeh (53.49) 
32,Meath ,Senior Men,400m Sprint,*,1,6,6,150_32-,Ethan Clarke,57.64,57.64,,,Senior Men 400m Sprint: 6. Ethan Clarke (57.64) 
33,Nenagh Olympic AC,Senior Men,400m Sprint,*,1,1,1,195_33-,Paul White,48.68,48.671,Gold,,Senior Men 400m Sprint: 1. Paul White (48.68) GOLD
33,Dundrum South Dublin AC,Senior Men,400m Sprint,*,1,2,2,175_33-,Andrew Hayes,48.86,48.855,Silver,,Senior Men 400m Sprint: 2. Andrew Hayes (48.86) SILVER
33,Clonliffe Harriers,Senior Men,400m Sprint,*,1,3,3,189_33-,Christopher Lynch,48.87,48.864,Bronze,,Senior Men 400m Sprint: 3. Christopher Lynch (48.87) BRONZE
33,St Abbans AC,Senior Men,400m Sprint,*,1,4,4,196_33-,John  Delaney,50.83,50.826,,,Senior Men 400m Sprint: 4. John  Delaney (50.83) 
33,Donore Harriers ,Senior Men,400m Sprint,*,1,5,5,198_33-,Alex Leonard,51.32,51.314,,,Senior Men 400m Sprint: 5. Alex Leonard (51.32) 
33,Lagan Valley AC,Senior Men,400m Sprint,*,1,6,6,199_33-,James Ashley,53.17,53.163,,,Senior Men 400m Sprint: 6. James Ashley (53.17) 
33,Ratoath AC,Senior Men,400m Sprint,*,1,7,7,197_33-,Jason Murray,53.64,53.635,,,Senior Men 400m Sprint: 7. Jason Murray (53.64) 
33,Leevale AC,Senior Men,400m Sprint,*,1,8,8,190_33-,Ronan Keenan,54.66,54.659,,,Senior Men 400m Sprint: 8. Ronan Keenan (54.66) 
35,Louth,Senior Women,3000m,*,1,1,1,143_35-,Abbie Sheridan,9:50.17,590.167,Gold,,Senior Women 3000m: 1. Abbie Sheridan (9:50.17) GOLD
35,Tipperary,Senior Women,3000m,*,1,2,2,140_35-,Laura Cooney,10:02.78,602.771,Silver,,Senior Women 3000m: 2. Laura Cooney (10:02.78) SILVER
35,East Cork Athletics Division,Senior Women,3000m,*,1,3,3,142_35-,Ava Chandler,11:06.51,666.509,Bronze,,Senior Women 3000m: 3. Ava Chandler (11:06.51) BRONZE
35,Galway,Senior Women,3000m,*,1,4,4,139_35-,Niamh Mcwalter,11:12.63,672.627,,,Senior Women 3000m: 4. Niamh Mcwalter (11:12.63) 
35,Kerry,Senior Women,3000m,*,1,5,5,141_35-,Noelle  Dillon ,11:53.09,713.082,,,Senior Women 3000m: 5. Noelle  Dillon  (11:53.09) 
35,Sligo,Senior Women,3000m,*,1,0,0,144_35-,Aoife Kilgallon,DNS,-3,,,Senior Women 3000m: 0. Aoife Kilgallon (DNS) 
36,Leevale AC,Senior Women,3000m,*,1,1,1,180_36-,Hannah Steeds,9:48.94,588.932,Gold,,Senior Women 3000m: 1. Hannah Steeds (9:48.94) GOLD
36,Lagan Valley AC,Senior Women,3000m,*,1,2,2,179_36-,Rebecca Wallace,9:51.91,591.907,Silver,,Senior Women 3000m: 2. Rebecca Wallace (9:51.91) SILVER
36,Raheny Shamrock,Senior Women,3000m,*,1,3,3,182_36-,Lucy  Barrett,10:02.50,602.5,Bronze,,Senior Women 3000m: 3. Lucy  Barrett (10:02.50) BRONZE
36,Dundrum South Dublin AC,Senior Women,3000m,*,1,4,4,175_36-,Maria Mccambridge,10:14.45,614.447,,,Senior Women 3000m: 4. Maria Mccambridge (10:14.45) 
36,St Laurence O Toole AC,Senior Women,3000m,*,1,5,5,176_36-,Leah Lawler,10:21.06,621.058,,,Senior Women 3000m: 5. Leah Lawler (10:21.06) 
36,Donore Harriers,Senior Women,3000m,*,1,6,6,181_36-,Lily Clarke,10:26.71,626.704,,,Senior Women 3000m: 6. Lily Clarke (10:26.71) 
36,Ratoath AC,Senior Women,3000m,*,1,7,7,178_36-,Aine O' Connor,10:28.41,628.409,,,Senior Women 3000m: 7. Aine O' Connor (10:28.41) 
36,Clonliffe Harriers,Senior Women,3000m,*,1,8,8,177_36-,Aisling Andrews,11:43.52,703.517,,,Senior Women 3000m: 8. Aisling Andrews (11:43.52) 
38,Galway,Senior Men,3000m Steeplechase (0.914m),*,1,1,1,145_38-,Abaas Adam Edris,9:38.11,578.103,Gold,,Senior Men 3000m Steeplechase (0.914m): 1. Abaas Adam Edris (9:38.11) GOLD
38,East Cork Athletics Division,Senior Men,3000m Steeplechase (0.914m),*,1,2,2,149_38-,John Spelman,10:39.33,639.321,Silver,,Senior Men 3000m Steeplechase (0.914m): 2. John Spelman (10:39.33) SILVER
38,Sligo,Senior Men,3000m Steeplechase (0.914m),*,1,3,3,148_38-,Ross Campbell,10:50.07,650.067,Bronze,,Senior Men 3000m Steeplechase (0.914m): 3. Ross Campbell (10:50.07) BRONZE
38,Kerry,Senior Men,3000m Steeplechase (0.914m),*,1,4,4,147_38-,Ray Horgan,11:02.33,662.325,,,Senior Men 3000m Steeplechase (0.914m): 4. Ray Horgan (11:02.33) 
38,Donegal,Senior Men,3000m Steeplechase (0.914m),*,1,5,5,146_38-,Adam Friel,14:34.77,874.765,,,Senior Men 3000m Steeplechase (0.914m): 5. Adam Friel (14:34.77) 
38,Meath ,Senior Men,3000m Steeplechase (0.914m),*,1,0,0,150_38-,Tbc Meath ,DNS,-3,,,Senior Men 3000m Steeplechase (0.914m): 0. Tbc Meath  (DNS) 
39,Dundrum South Dublin AC,Senior Men,3000m Steeplechase (0.914m),*,1,1,1,175_39-,Aaron Donnelly,9:33.49,573.488,Gold,,Senior Men 3000m Steeplechase (0.914m): 1. Aaron Donnelly (9:33.49) GOLD
39,Nenagh Olympic AC,Senior Men,3000m Steeplechase (0.914m),*,1,2,2,195_39-,Diarmuid Moloney,9:52.11,592.104,Silver,,Senior Men 3000m Steeplechase (0.914m): 2. Diarmuid Moloney (9:52.11) SILVER
39,Clonliffe Harriers,Senior Men,3000m Steeplechase (0.914m),*,1,3,3,189_39-,Liam Arthur,10:25.29,625.283,Bronze,,Senior Men 3000m Steeplechase (0.914m): 3. Liam Arthur (10:25.29) BRONZE
39,Donore Harriers ,Senior Men,3000m Steeplechase (0.914m),*,1,4,4,198_39-,Callum Twomey,10:32.98,632.976,,,Senior Men 3000m Steeplechase (0.914m): 4. Callum Twomey (10:32.98) 
39,St Abbans AC,Senior Men,3000m Steeplechase (0.914m),*,1,5,5,196_39-,Will Duffy,10:34.89,634.884,,,Senior Men 3000m Steeplechase (0.914m): 5. Will Duffy (10:34.89) 
39,Ratoath AC,Senior Men,3000m Steeplechase (0.914m),*,1,6,6,197_39-,Finn Donnelly,11:02.02,662.015,,,Senior Men 3000m Steeplechase (0.914m): 6. Finn Donnelly (11:02.02) 
39,Leevale AC,Senior Men,3000m Steeplechase (0.914m),*,1,7,7,190_39-,Heywood Richardson,11:17.23,677.225,,,Senior Men 3000m Steeplechase (0.914m): 7. Heywood Richardson (11:17.23) 
39,Lagan Valley AC,Senior Men,3000m Steeplechase (0.914m),*,1,8,8,199_39-,Tommy Arthur,11:34.11,694.107,,,Senior Men 3000m Steeplechase (0.914m): 8. Tommy Arthur (11:34.11) 
41,Galway,Senior Women,200m Sprint,*,1,1,1,139_41-,Nicole  Walsh,25.47,25.467,Gold,,Senior Women 200m Sprint: 1. Nicole  Walsh (25.47) GOLD
41,Tipperary,Senior Women,200m Sprint,*,1,2,2,140_41-,Sophie  Walker,25.78,25.778,Silver,,Senior Women 200m Sprint: 2. Sophie  Walker (25.78) SILVER
41,Louth,Senior Women,200m Sprint,*,1,3,3,143_41-,Daniella Adebola,26.45,26.45,Bronze,,Senior Women 200m Sprint: 3. Daniella Adebola (26.45) BRONZE
41,Kerry,Senior Women,200m Sprint,*,1,4,4,141_41-,Nicole Walker,26.78,26.771,,,Senior Women 200m Sprint: 4. Nicole Walker (26.78) 
41,Sligo,Senior Women,200m Sprint,*,1,5,5,144_41-,Amy Boland,27.04,27.039,,,Senior Women 200m Sprint: 5. Amy Boland (27.04) 
41,East Cork Athletics Division,Senior Women,200m Sprint,*,1,6,6,142_41-,Lucy Lynch,27.19,27.189,,,Senior Women 200m Sprint: 6. Lucy Lynch (27.19) 
42,Dundrum South Dublin AC,Senior Women,200m Sprint,*,1,1,1,175_42-,Kate  Doherty,24.66,24.658,Gold,,Senior Women 200m Sprint: 1. Kate  Doherty (24.66) GOLD
42,Ratoath AC,Senior Women,200m Sprint,*,1,2,2,178_42-,Lorena  Harrison,25.47,25.469,Silver,,Senior Women 200m Sprint: 2. Lorena  Harrison (25.47) SILVER
42,St Laurence O Toole AC,Senior Women,200m Sprint,*,1,3,3,176_42-,Sofia  Granjo,25.95,25.95,Bronze,,Senior Women 200m Sprint: 3. Sofia  Granjo (25.95) BRONZE
42,Raheny Shamrock,Senior Women,200m Sprint,*,1,4,4,182_42-,Angela Castell Rodriguez,26.18,26.174,,,Senior Women 200m Sprint: 4. Angela Castell Rodriguez (26.18) 
42,Lagan Valley AC,Senior Women,200m Sprint,*,1,5,5,179_42-,Erin  Mcmahon,26.57,26.565,,,Senior Women 200m Sprint: 5. Erin  Mcmahon (26.57) 
42,Leevale AC,Senior Women,200m Sprint,*,1,5,5,180_42-,Sophie Mulcahy,26.57,26.565,,,Senior Women 200m Sprint: 5. Sophie Mulcahy (26.57) 
42,Donore Harriers,Senior Women,200m Sprint,*,1,7,7,181_42-,Eva Mcpartlan,26.83,26.827,,,Senior Women 200m Sprint: 7. Eva Mcpartlan (26.83) 
42,Clonliffe Harriers,Senior Women,200m Sprint,*,1,8,8,177_42-,Anna Keavey,29.73,29.728,,,Senior Women 200m Sprint: 8. Anna Keavey (29.73) 
44,Galway,Senior Men,200m Sprint,*,1,1,1,145_44-,Lemar Lucciano,22.61,22.609,Gold,,Senior Men 200m Sprint: 1. Lemar Lucciano (22.61) GOLD
44,Donegal,Senior Men,200m Sprint,*,1,2,2,146_44-,Sheldon Romeo  Nyoni,22.62,22.617,Silver,,Senior Men 200m Sprint: 2. Sheldon Romeo  Nyoni (22.62) SILVER
44,Sligo,Senior Men,200m Sprint,*,1,3,3,148_44-,Piotr Marciorowski,23.05,23.041,Bronze,,Senior Men 200m Sprint: 3. Piotr Marciorowski (23.05) BRONZE
44,Kerry,Senior Men,200m Sprint,*,1,4,4,147_44-,Brendan O' Leary,23.07,23.062,,,Senior Men 200m Sprint: 4. Brendan O' Leary (23.07) 
44,East Cork Athletics Division,Senior Men,200m Sprint,*,1,5,5,149_44-,Ciaran Nugent,23.28,23.279,,,Senior Men 200m Sprint: 5. Ciaran Nugent (23.28) 
44,Meath ,Senior Men,200m Sprint,*,1,6,6,150_44-,Psalm Ogundoju,24.70,24.699,,,Senior Men 200m Sprint: 6. Psalm Ogundoju (24.70) 
45,Dundrum South Dublin AC,Senior Men,200m Sprint,*,1,1,1,175_45-,Ciaran Carthy,21.41,21.409,Gold,,Senior Men 200m Sprint: 1. Ciaran Carthy (21.41) GOLD
45,Nenagh Olympic AC,Senior Men,200m Sprint,*,1,2,2,195_45-,Padraic Hassett,22.06,22.052,Silver,,Senior Men 200m Sprint: 2. Padraic Hassett (22.06) SILVER
45,Donore Harriers ,Senior Men,200m Sprint,*,1,3,3,198_45-,Harmony Livingston Young,23.25,23.25,Bronze,,Senior Men 200m Sprint: 3. Harmony Livingston Young (23.25) BRONZE
45,Ratoath AC,Senior Men,200m Sprint,*,1,4,4,197_45-,Jesse Osas,23.44,23.437,,,Senior Men 200m Sprint: 4. Jesse Osas (23.44) 
45,Clonliffe Harriers,Senior Men,200m Sprint,*,1,5,5,189_45-,Anthony Dillon,23.49,23.481,,,Senior Men 200m Sprint: 5. Anthony Dillon (23.49) 
45,Lagan Valley AC,Senior Men,200m Sprint,*,1,6,6,199_45-,Andrew  Proctor,23.53,23.522,,,Senior Men 200m Sprint: 6. Andrew  Proctor (23.53) 
45,Leevale AC,Senior Men,200m Sprint,*,1,7,7,190_45-,Ciaran Dee,23.94,23.939,,,Senior Men 200m Sprint: 7. Ciaran Dee (23.94) 
45,St Abbans AC,Senior Men,200m Sprint,*,1,8,8,196_45-,Eoghan Buggy,24.74,24.734,,,Senior Men 200m Sprint: 8. Eoghan Buggy (24.74) 
47,Louth,Senior Women,800m,*,1,1,1,143_47-,Eimear Cooney,2:13.72,133.717,Gold,,Senior Women 800m: 1. Eimear Cooney (2:13.72) GOLD
47,Tipperary,Senior Women,800m,*,1,2,2,140_47-,Anna Spillane,2:18.44,138.433,Silver,,Senior Women 800m: 2. Anna Spillane (2:18.44) SILVER
47,Kerry,Senior Women,800m,*,1,3,3,141_47-,Maria  Murnane,2:21.88,141.871,Bronze,,Senior Women 800m: 3. Maria  Murnane (2:21.88) BRONZE
47,East Cork Athletics Division,Senior Women,800m,*,1,4,4,142_47-,Orla Coffey,2:22.84,142.84,,,Senior Women 800m: 4. Orla Coffey (2:22.84) 
47,Galway,Senior Women,800m,*,1,5,5,139_47-,Fauve Aylmer,2:23.61,143.601,,,Senior Women 800m: 5. Fauve Aylmer (2:23.61) 
47,Sligo,Senior Women,800m,*,1,0,0,144_47-,Tbc Sligo,DNS,-3,,,Senior Women 800m: 0. Tbc Sligo (DNS) 
48,Dundrum South Dublin AC,Senior Women,800m,*,1,1,1,175_48-,Eimear Maher,2:11.28,131.277,Gold,,Senior Women 800m: 1. Eimear Maher (2:11.28) GOLD
48,Ratoath AC,Senior Women,800m,*,1,2,2,178_48-,Kayla  Ryan,2:18.24,138.24,Silver,,Senior Women 800m: 2. Kayla  Ryan (2:18.24) SILVER
48,St Laurence O Toole AC,Senior Women,800m,*,1,3,3,176_48-,Bronwen Mc Donald,2:19.16,139.152,Bronze,,Senior Women 800m: 3. Bronwen Mc Donald (2:19.16) BRONZE
48,Lagan Valley AC,Senior Women,800m,*,1,4,4,179_48-,Hannah Cochrane,2:19.32,139.32,,,Senior Women 800m: 4. Hannah Cochrane (2:19.32) 
48,Clonliffe Harriers,Senior Women,800m,*,1,5,5,177_48-,Alannah Cooley,2:20.21,140.208,,,Senior Women 800m: 5. Alannah Cooley (2:20.21) 
48,Leevale AC,Senior Women,800m,*,1,6,6,180_48-,Maire Hynes Mclaughlin,2:26.05,146.05,,,Senior Women 800m: 6. Maire Hynes Mclaughlin (2:26.05) 
48,Raheny Shamrock,Senior Women,800m,*,1,7,7,182_48-,Iseult O'Donnell,2:34.40,154.399,,,Senior Women 800m: 7. Iseult O'Donnell (2:34.40) 
48,Donore Harriers,Senior Women,800m,*,1,0,0,181_48-,Eva Crowe,DNS,-3,,,Senior Women 800m: 0. Eva Crowe (DNS) 
50,East Cork Athletics Division,Senior Men,800m,*,1,1,1,149_50-,Frank O'Brien,1:55.05,115.042,Gold,,Senior Men 800m: 1. Frank O'Brien (1:55.05) GOLD
50,Sligo,Senior Men,800m,*,1,2,2,148_50-,Ben Clavin,1:55.95,115.941,Silver,,Senior Men 800m: 2. Ben Clavin (1:55.95) SILVER
50,Donegal,Senior Men,800m,*,1,3,3,146_50-,Michael  Moore,1:57.17,117.161,Bronze,,Senior Men 800m: 3. Michael  Moore (1:57.17) BRONZE
50,Kerry,Senior Men,800m,*,1,4,4,147_50-,Conor  Kissane,1:57.95,117.946,,,Senior Men 800m: 4. Conor  Kissane (1:57.95) 
50,Galway,Senior Men,800m,*,1,5,5,145_50-,Luke  Walsh,2:00.62,120.613,,,Senior Men 800m: 5. Luke  Walsh (2:00.62) 
50,Meath ,Senior Men,800m,*,1,0,0,150_50-,Tom Gormley,DNS,-3,,,Senior Men 800m: 0. Tom Gormley (DNS) 
51,Ratoath AC,Senior Men,800m,*,1,1,1,197_51-,Jack O' Donnell,1:54.48,114.473,Gold,,Senior Men 800m: 1. Jack O' Donnell (1:54.48) GOLD
51,Clonliffe Harriers,Senior Men,800m,*,1,2,2,189_51-,Fintan Kerins,1:54.97,114.965,Silver,,Senior Men 800m: 2. Fintan Kerins (1:54.97) SILVER
51,Lagan Valley AC,Senior Men,800m,*,1,3,3,199_51-,Stephen Lyster,1:55.94,115.939,Bronze,,Senior Men 800m: 3. Stephen Lyster (1:55.94) BRONZE
51,Leevale AC,Senior Men,800m,*,1,4,4,190_51-,Daniel Buckley,1:55.97,115.97,,,Senior Men 800m: 4. Daniel Buckley (1:55.97) 
51,Dundrum South Dublin AC,Senior Men,800m,*,1,5,5,175_51-,Sean  Healy,1:58.50,118.494,,,Senior Men 800m: 5. Sean  Healy (1:58.50) 
51,Nenagh Olympic AC,Senior Men,800m,*,1,6,6,195_51-,Sean Hayes,1:59.40,119.392,,,Senior Men 800m: 6. Sean Hayes (1:59.40) 
51,Donore Harriers ,Senior Men,800m,*,1,7,7,198_51-,Cormac Whelan,2:01.45,121.447,,,Senior Men 800m: 7. Cormac Whelan (2:01.45) 
51,St Abbans AC,Senior Men,800m,*,1,8,8,196_51-,Cian  Kelly,2:02.00,121.995,,,Senior Men 800m: 8. Cian  Kelly (2:02.00) 
53,East Cork Athletics Division,Senior Men,5000m,*,1,1,1,149_53-,Tony Forristal,15:15.20,915.195,Gold,,Senior Men 5000m: 1. Tony Forristal (15:15.20) GOLD
53,Donegal,Senior Men,5000m,*,1,2,2,146_53-,Donal  Farren,15:28.54,928.535,Silver,,Senior Men 5000m: 2. Donal  Farren (15:28.54) SILVER
53,Sligo,Senior Men,5000m,*,1,3,3,148_53-,Oskar Szmyt,16:03.35,963.344,Bronze,,Senior Men 5000m: 3. Oskar Szmyt (16:03.35) BRONZE
53,Kerry,Senior Men,5000m,*,1,4,4,147_53-,James Dillon,16:23.00,982.994,,,Senior Men 5000m: 4. James Dillon (16:23.00) 
53,Galway,Senior Men,5000m,*,1,5,5,145_53-,Aimade Belayd,16:49.80,1009.8,,,Senior Men 5000m: 5. Aimade Belayd (16:49.80) 
53,Meath ,Senior Men,5000m,*,1,0,0,150_53-,Ben Brunton,DNS,-3,,,Senior Men 5000m: 0. Ben Brunton (DNS) 
54,Dundrum South Dublin AC,Senior Men,5000m,*,1,1,1,175_54-,Paul O'Donnell,14:46.63,886.621,Gold,,Senior Men 5000m: 1. Paul O'Donnell (14:46.63) GOLD
54,Clonliffe Harriers,Senior Men,5000m,*,1,2,2,189_54-,Ben Guiden,14:52.13,892.128,Silver,,Senior Men 5000m: 2. Ben Guiden (14:52.13) SILVER
54,Nenagh Olympic AC,Senior Men,5000m,*,1,3,3,195_54-,Luke Purcell,15:03.59,903.585,Bronze,,Senior Men 5000m: 3. Luke Purcell (15:03.59) BRONZE
54,Leevale AC,Senior Men,5000m,*,1,4,4,190_54-,Gavin O'Rourke,15:04.40,904.396,,,Senior Men 5000m: 4. Gavin O'Rourke (15:04.40) 
54,Lagan Valley AC,Senior Men,5000m,*,1,5,5,199_54-,Ruairi Hollywood,15:30.20,930.198,,,Senior Men 5000m: 5. Ruairi Hollywood (15:30.20) 
54,Donore Harriers ,Senior Men,5000m,*,1,6,6,198_54-,Ken Nugent,17:02.81,1022.81,,,Senior Men 5000m: 6. Ken Nugent (17:02.81) 
54,Ratoath AC,Senior Men,5000m,*,1,7,7,197_54-,Matthew Hayes,17:20.44,1040.44,,,Senior Men 5000m: 7. Matthew Hayes (17:20.44) 
54,St Abbans AC,Senior Men,5000m,*,1,0,0,196_54-,Jack  Fenlon,DNS,-3,,,Senior Men 5000m: 0. Jack  Fenlon (DNS) 
56,Galway,Senior Women,2000m Steeplechase (0.762m),*,1,1,1,139_56-,Alix Joyce,6:42.10,402.093,Gold,,Senior Women 2000m Steeplechase (0.762m): 1. Alix Joyce (6:42.10) GOLD
56,Louth,Senior Women,2000m Steeplechase (0.762m),*,1,2,2,143_56-,Dearbhla Allen,6:51.15,411.143,Silver,,Senior Women 2000m Steeplechase (0.762m): 2. Dearbhla Allen (6:51.15) SILVER
56,Kerry,Senior Women,2000m Steeplechase (0.762m),*,1,3,3,141_56-,Abby  Stephenson ,7:31.95,451.945,Bronze,,Senior Women 2000m Steeplechase (0.762m): 3. Abby  Stephenson  (7:31.95) BRONZE
56,East Cork Athletics Division,Senior Women,2000m Steeplechase (0.762m),*,1,4,4,142_56-,Katie Hennessy,7:38.75,458.747,,,Senior Women 2000m Steeplechase (0.762m): 4. Katie Hennessy (7:38.75) 
56,Tipperary,Senior Women,2000m Steeplechase (0.762m),*,1,5,5,140_56-,Kate Delaney,8:49.33,529.327,,,Senior Women 2000m Steeplechase (0.762m): 5. Kate Delaney (8:49.33) 
56,Sligo,Senior Women,2000m Steeplechase (0.762m),*,1,0,0,144_56-,Tbc Sligo,DNS,-3,,,Senior Women 2000m Steeplechase (0.762m): 0. Tbc Sligo (DNS) 
57,Ratoath AC,Senior Women,2000m Steeplechase (0.762m),*,1,1,1,178_57-,Ellen Sheridan,7:36.53,456.524,Gold,,Senior Women 2000m Steeplechase (0.762m): 1. Ellen Sheridan (7:36.53) GOLD
57,Leevale AC,Senior Women,2000m Steeplechase (0.762m),*,1,2,2,180_57-,Ella Dinan,7:43.74,463.733,Silver,,Senior Women 2000m Steeplechase (0.762m): 2. Ella Dinan (7:43.74) SILVER
57,Dundrum South Dublin AC,Senior Women,2000m Steeplechase (0.762m),*,1,3,3,175_57-,Sadhbh Hassett,7:56.55,476.541,Bronze,,Senior Women 2000m Steeplechase (0.762m): 3. Sadhbh Hassett (7:56.55) BRONZE
